,streaming,clio,wc_holdings,discard,title,bib_id,oclc_num,format,author,holdings_sup,bib_sup,tag_965,lp,historic_circs,comments,reserve_past_few,location,clio_y_n,num_libs
132,,,,,6 [i.e. Sechs] Monologe aus Jedermann [sound recording]. ,398524,3365576,MUSICAL SOUND RECORDING,"Martin, Frank, 1890-1974. ",Y,Y,,,,,,bsr,n,21
133,,,,,"6 [i.e. Sechs] Streichquartette, op. 18 [sound recording] / Ludwig van Beethoven. ",2861959,7719154,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,Y,,,,,,bsr,n,33
134,,,,,6 double concertos [sound recording] = 6 Doppelkonzerte / Vivaldi. ,7154060,13847713,MUSICAL SOUND RECORDING,"Vivaldi, Antonio, 1678-1741. ",Y,Y,,,,,,bsr,n,162
135,,,,,"6 flute concerti, op. 10 [sound recording] / Vivaldi. ",2110619,11526732,MUSICAL SOUND RECORDING,"Vivaldi, Antonio, 1678-1741. ",Y,Y,,,,,,bsr,n,3
136,,,,,6 madrigals [sound recording] / Luca Marenzio. 6 madrigals / Carlo Gesualdo da Venosa. ,1644337,17222359,MUSICAL SOUND RECORDING,"Marenzio, Luca, 1553-1599. ",Y,N,RECONanx2,,,,,bsr,y,111
137,,,,,6 string quartets op. 9 [sound recording] / Joseph Haydn. ,2342115,20515689,MUSICAL SOUND RECORDING,"Haydn, Joseph, 1732-1809. ",Y,Y,,,,,,bsr,y,83
138,,,,,6 symphonies [sound recording] / Carl Nielsen. ,1506351,30751188,MUSICAL SOUND RECORDING,"Nielsen, Carl, 1865-1931. ",Y,N,,,,,,bsr,y,52
139,,,,,60th anniversary issue commemorating Geraldine Farrar [sound recording] ,2278550,41577555,MUSICAL SOUND RECORDING,"Farrar, Geraldine, 1882-1967. ",Y,Y,,,,,,bsr,n,18
140,,,,,7 symphonies [sound recording]. ,621348,3163670,MUSICAL SOUND RECORDING,"Bach, Johann Christoph Friedrich, 1732-1795. ",Y,N,,,,,,bsr,y,123
141,,,,,"7e [i.e. SeptieÌme] symphonie en la majeur ; 8e [i.e. HuitieÌme] symphonie en fa majeur ; Les creatures de Promethee, ballet op. 43 [ouverture] [sound recording] / [par] L. v. Beethoven. ",1983477,32277946,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,Y,,,,,,bsr,n,7
142,,,,,8 Madrigale e caccie from the Codex of Antonio Squarcialupi. 5 sacred songs / Guillaume Dufay [sound recording]. ,1644473,17261906,MUSICAL SOUND RECORDING,,Y,N,,,,,,bsr,y,133
143,,,,,8 Polonaises [and] 4 Impromptus [sound recording]. ,519797,2822729,MUSICAL SOUND RECORDING,"Chopin, FreÌdeÌric, 1810-1849. ",Y,Y,,,,,,bsr,n,171
144,,,,,8 Polonaises [and] 4 Impromptus [sound recording]. ,519797,2822729,MUSICAL SOUND RECORDING,"Chopin, FreÌdeÌric, 1810-1849. ",Y,Y,,,,,,bsr,n,171
145,,,,,8 Polonaises [and] 4 Impromptus [sound recording]. ,519797,2822729,MUSICAL SOUND RECORDING,"Chopin, FreÌdeÌric, 1810-1849. ",Y,Y,,,,,,bsr,n,171
146,,,,,8 preludes & ordres. [Sound recording] ,2059794,3356115,MUSICAL SOUND RECORDING,"Couperin, FrancÌ§ois, 1668-1733. ",Y,N,rcp3165,,,,,bsr,y,116
147,,,,,8 string quartets [sound recording] / G.F. Malipiero. ,2053296,28069753,MUSICAL SOUND RECORDING,"Malipiero, Gian Francesco, 1882-1973. ",Y,N,,,,,,bsr,y,98
148,,,,,8 suites pour clavecin (1720) [sound recording] = Suites for harpsichord = Suiten fuÌr Cembalo / Haendel. ,2068396,38085491,MUSICAL SOUND RECORDING,"Handel, George Frideric, 1685-1759. ",Y,Y,,,,,,bsr,n,10
149,,,,,9 Symphonien [sound recording] / Anton Bruckner. ,1975092,22194890,MUSICAL SOUND RECORDING,"Bruckner, Anton, 1824-1896. ",Y,Y,,,,,,bsr,y,97
150,,,,,9 Symphonien [sound recording] / Anton DvoraÌk. ,621305,3789001,MUSICAL SOUND RECORDING,"DvorÌaÌk, AntoniÌn, 1841-1904. ",Y,Y,,,,,,bsr,n,70
151,,,,,9 Symphonien [sound recording] / Bruckner. ,7520900,22658401,MUSICAL SOUND RECORDING,"Bruckner, Anton, 1824-1896. ",Y,Y,,,,,,bsr,y,72
152,,,,,9 Symphonien [sound recording] / Ludwig van Beethoven. ,7149853,22095932,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",N,Y,,,,,,bsr,y,319
153,,,,,9 Symphonies [sound recording] / Ludwig van Beethoven. ,398718,7764242,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,Y,,,,,,bsr,y,85
154,,,,,"9 chansons from the ""NotenbuÌcher der Margarete von OÌsterreich"" [sound recording] : 16 danserye / Tielman Susato. ",1646009,21585558,MUSICAL SOUND RECORDING,"Margaret, of Austria, Regent of the Netherlands, 1480-1530. ",Y,N,RECONanx2,,,,,bsr,y,71
155,,,,,9 symphonies [sound recording] vol. 4 / Lugwig van Beethoven. ,2095515,25323935,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,Y,,,,,,bsr,n,1
156,,,,,99.9 FÂ° [sound recording] / Suzanne Vega. ,9023109,181774514,MUSICAL SOUND RECORDING,"Vega, Suzanne. ",Y,Y,,,,,,bsr,n,6
157,,,,,A cappella choral works. [sound recording] / Strauss. ,1883460,80837855,MUSICAL SOUND RECORDING,"Strauss, Richard, 1864-1949. ",Y,Y,,,,,,bsr,n,1
158,,,,,ANTA album of stars [sound recording]. ,3394596,45873474,NONMUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,n,2
159,,,,,"Abschiedslieder, op. 14 ; Symphony in F sharp major, op. 40 [sound recording] / Erich Wolfgang Korngold. ",1906128,29198385,MUSICAL SOUND RECORDING,"Korngold, Erich Wolfgang, 1897-1957. ",Y,Y,,,,,,bsr,n,139
160,,,,,Abuse of power [sound recording] / [edited with an introduction and commentary] by Stanley I. Kutler. ,2354863,38404218,NONMUSICAL SOUND RECORDING,"Kutler, Stanley I. ",Y,Y,,,,,,bsr,n,54
161,,,,,"Academy, by request [sound recording]. ",6800450,25378175,MUSICAL SOUND RECORDING,Academy of St. Martin-in-the-Fields. ,Y,Y,,,,,,bsr,n,82
162,,,,,"Aci, Galatea e Polifemo ; Sonates pour fluÌte aÌ bec [sound recording] / Georg Friedrich Haendel. ",5958181,47698941,MUSICAL SOUND RECORDING,"Handel, George Frideric, 1685-1759. ",Y,Y,,,,,,bsr,n,14
163,,,,,Acis and Galatea [sound recording] / George Frideric Handel. ,1693308,18518934,MUSICAL SOUND RECORDING,"Handel, George Frideric, 1685-1759. ",Y,Y,,,,,,bsr,y,96
164,,,,,Acoustek [sound recording] / Instrumental. ,3268515,46992483,MUSICAL SOUND RECORDING,Instrumental (Musical group) ,Y,Y,,,,,,bsr,n,372
165,,,,,Acoustic Lieder [sound recording] ,2164760,36899439,MUSICAL SOUND RECORDING,"Tauber, Richard, 1891-1948. ",Y,Y,,,,,,bsr,n,14
166,,,,,Acuarelas chapinas [sound recording] / Manuel MartiÌnez-Sobral. Sinfonieta ; XibalbaÌ ; Guatemala I : 1934 ; Guatemala II / Ricardo Castillo. ,2055294,503320682,MUSICAL SOUND RECORDING,"MartiÌnez-Sobral, Manuel, 1879-1946. ",Y,Y,,,,,,bsr,y,
167,,,,,Adagio & allegro [sound recording] ; FantasiestuÌcke ; Romanze ; FuÌnf StuÌcke im Volkston ; MaÌrchenbild ; Cellokonzert a-moll / Robert Schumann. ,9052555,47173382,MUSICAL SOUND RECORDING,"Schumann, Robert, 1810-1856. ",Y,Y,,,,,,bsr,n,102
168,,,,,"Adagio for strings [sound recording] / Barber. Transfigured night / Schoenberg. Music for strings, percussion and celesta / BartoÌk. ",1861228,21805606,MUSICAL SOUND RECORDING,"Barber, Samuel, 1910-1981. ",N,Y,,,,,,bsr,n,14
169,,,,,"Adagio for strings, op. 11 [sound recording] : Medea's meditation and dance of vengeance. Overture to The school for scandal. Second essay for orchestra, op. 17. ",2100436,7570079,MUSICAL SOUND RECORDING,"Barber, Samuel, 1910-1981. ",Y,Y,,,,,,bsr,y,9
170,,,,,"Adagio in G minor [sound recording] / Albinoni ; arr. Giazotto. Serenade no. 13 in G, K. 525 : ""Eine kleine Nachtmusik"" / Mozart. Canon / Johann Pachelbel. Concerto grosso in G minor, op. 6, no. 8 : ""Christmas concerto"" / Corelli. ",705512,506644809,MUSICAL SOUND RECORDING,"Albinoni, Tomaso, 1671-1750. ",Y,Y,,,,,,bsr,n,
171,,,,,"Adagio in G minor [sound recording] / Albinoni ; arr. Giazotto. Serenade no. 13 in G, K. 525 : ""Eine kleine Nachtmusik"" / Mozart. Canon / Johann Pachelbel. Concerto grosso in G minor, op. 6, no. 8 : ""Christmas concerto"" / Corelli. ",705512,506644809,MUSICAL SOUND RECORDING,"Albinoni, Tomaso, 1671-1750. ",Y,Y,,,,,,bsr,n,
172,,,,,"Adagio in G minor [sound recording] / Albinoni ; arr. Giazotto. Serenade no. 13 in G, K. 525 : ""Eine kleine Nachtmusik"" / Mozart. Canon / Johann Pachelbel. Concerto grosso in G minor, op. 6, no. 8 : ""Christmas concerto"" / Corelli. ",705512,506644809,MUSICAL SOUND RECORDING,"Albinoni, Tomaso, 1671-1750. ",Y,Y,,,,,,bsr,n,
173,,,,,Adelaide di Borgogna [sound recording] / Gioachino Rossini. ,1727130,30899651,MUSICAL SOUND RECORDING,"Rossini, Gioacchino, 1792-1868. ",Y,Y,,,,,,bsr,y,29
174,,,,,Adelina Patti [sound recording] ,2312817,20736721,MUSICAL SOUND RECORDING,"Patti, Adelina, 1843-1919. ",Y,Y,,,,,,bsr,n,28
175,,,,,Adelson e Salvini [sound recording] / Vincenzo Bellini. ,1896629,30665430,MUSICAL SOUND RECORDING,"Bellini, Vincenzo, 1801-1835. ",Y,Y,,,,,,bsr,y,60
176,,,,,"Adina, oder, Der Kalif von Bagdad [sound recording] / Gioachino Rossini ; [Libretto, Gherardo Bevilacqua-Aldobrandini]. ",1903151,31223016,MUSICAL SOUND RECORDING,"Rossini, Gioacchino, 1792-1868. ",Y,Y,,,,,,bsr,n,24
177,,,,,"Admeto, re di Tessaglia [sound recording] / Handel. ",6762225,40132039,MUSICAL SOUND RECORDING,"Handel, George Frideric, 1685-1759. ",Y,Y,,,,,,bsr,n,112
178,,,,,Adriana Lecouvreur [sound recording] / Cilea. ,2004453,24502905,MUSICAL SOUND RECORDING,"CileÌa, Francesco, 1866-1950. ",Y,Y,,,,,,bsr,y,79
179,,,,,"Adriana Lecouvreur [sound recording] / Francesco Cilea ; libretto/livret, Arturo Colautti. ",1708818,64016896,MUSICAL SOUND RECORDING,"CileÌa, Francesco, 1866-1950. ",Y,Y,,,,,,bsr,y,12
180,,,,,Adriana Lecouvreur [sound recording] / Francesco Cilea. ,1723431,25345860,MUSICAL SOUND RECORDING,"CileÌa, Francesco, 1866-1950. ",Y,Y,,,,,,bsr,y,11
181,,,,,Adriana Lecouvreur [sound recording] / [by] Cilea. ,2603288,44667091,MUSICAL SOUND RECORDING,"CileÌa, Francesco, 1866-1950. ",Y,Y,,,,,,bsr,y,2
182,,,,,Adriana Lecouvreur [sound recording]. [Libretto by A. Colautti after Scribe and Legouve] ,2968495,4456601,MUSICAL SOUND RECORDING,"CileÌa, Francesco, 1866-1950. ",Y,Y,,,,,,bsr,y,105
183,,,,,Aequalis 1 ; Libera me ; Aequalis 2 ; Mass in E minor [sound recording] / Anton Bruckner. ,1707130,18408894,MUSICAL SOUND RECORDING,"Bruckner, Anton, 1824-1896. ",Y,Y,,,,,,bsr,n,99
184,,,,,Aequalis 1 ; Libera me ; Aequalis 2 ; Mass in E minor [sound recording] / Anton Bruckner. ,1707130,18408894,MUSICAL SOUND RECORDING,"Bruckner, Anton, 1824-1896. ",Y,Y,,,,,,bsr,n,99
185,,,,,Africa [sound recording] : Peace Corps plus one / [produced by Jerry Landay] ; address by R. Sargent Shriver ... ,3375909,8692173,NONMUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,n,5
186,,,,,African American community gospel [sound recording] ,1530873,31040990,MUSICAL SOUND RECORDING,,Y,N,,,,,,bsr,y,227
187,,,,,African American congregational singing [sound recording] : nineteenth-century roots. ,1530874,31040501,MUSICAL SOUND RECORDING,,Y,N,,,,,,bsr,y,249
188,,,,,African American gospel [sound recording] : the pioneering composers. ,1530876,31040851,MUSICAL SOUND RECORDING,,Y,N,,,,,,bsr,y,235
189,,,,,African American spirituals [sound recording] : the concert tradition. ,1530878,37139920,MUSICAL SOUND RECORDING,,Y,N,,,,,,bsr,y,307
190,,,,,African music from the French colonies [sound recording] / edited by AndreÌ Schaeffner and Gilbert Rouget. ,1665496,25476534,MUSICAL SOUND RECORDING,,Y,N,RECONanx2,,,,,bsr,y,18
191,,,,,Africana [sound recording] / Meyerbeer. ,1774657,35087040,MUSICAL SOUND RECORDING,"Meyerbeer, Giacomo, 1791-1864. ",Y,Y,,,,,,bsr,y,5
192,,,,,Afro-American blues and game songs [sound recording] / edited by Alan Lomax. ,520045,42547537,MUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,y,
193,,,,,Afro-American blues and game songs [sound recording] / edited by Alan Lomax. ,520045,42547537,MUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,y,
194,,,,,"Afro-American spirituals, work songs, and ballads [sound recording] / edited by Alan Lomax. ",520048,17488656,MUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,y,2
195,,,,,"Afro-American spirituals, work songs, and ballads [sound recording] / edited by Alan Lomax. ",520048,17488656,MUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,y,2
196,,,,,Aftertones of infinity : (1978) / Joseph Schwantner. Livre pour orchestre : (1968) / Witold Lutoslawski [sound recording]. ,287364,25338937,MUSICAL SOUND RECORDING,"Schwantner, Joseph, 1943- ",Y,N,,,,,,bsr,y,9
197,,,,,"Age of anxiety; symphony no. 2, for piano and orchestra, after W. H. Auden. ",2057897,4281001,MUSICAL SOUND RECORDING,"Bernstein, Leonard, 1918-1990. ",Y,N,rcp3183,,,,,bsr,y,135
198,,,,,Age of bel canto [sound recording] / Joan Sutherland. ,2169937,26019000,MUSICAL SOUND RECORDING,"Sutherland, Joan, 1926-2010. ",Y,Y,,,,,,bsr,n,55
199,,,,,Ages of man. [sound recording] ,1479378,2698727,NONMUSICAL SOUND RECORDING,"Shakespeare, William, 1564-1616. ",Y,N,,,,,,bsr,y,190
200,,,,,Agnes Baltsa sings Rossini [sound recording] ,2185393,24786773,MUSICAL SOUND RECORDING,"Rossini, Gioacchino, 1792-1868. ",Y,Y,,,,,,bsr,n,40
201,,,,,Agnese di Hohenstaufen [sound recording] / Spontini. ,2141915,24074057,MUSICAL SOUND RECORDING,"Spontini, Gaspare, 1774-1851. ",Y,Y,,,,,,bsr,y,10
202,,,,,Agon : ballett fuÌr zwoÌlf taÌnzer [sound recording] / Igor Stravinsky. ,1534496,35191158,MUSICAL SOUND RECORDING,"Stravinsky, Igor, 1882-1971. ",Y,Y,,,,,,bsr,n,11
203,,,,,Agon : ballett fuÌr zwoÌlf taÌnzer [sound recording] / Igor Stravinsky. ,1534496,35191158,MUSICAL SOUND RECORDING,"Stravinsky, Igor, 1882-1971. ",Y,Y,,,,,,bsr,n,11
204,,,,,"Agon [sound recording] : ballet for twelve dancers (1953/1957) / Igor Stravinsky ; Symphony no. 15 in A major, op. 141 / Dmitri Shostakovich. ",9049003,34650905,MUSICAL SOUND RECORDING,"Stravinsky, Igor, 1882-1971. ",Y,Y,,,,,,bsr,n,37
205,,,,,Agrippina [sound recording] / George Frideric Handel. ,1693356,25361192,MUSICAL SOUND RECORDING,"Handel, George Frideric, 1685-1759. ",Y,Y,,,,,,bsr,y,165
206,,,,,Agrippina condotta a morire [sound recording] ; dramatic cantata for soprano & strings. Arias from the title role in the opera Agrippina. ,398463,5247314,MUSICAL SOUND RECORDING,"Handel, George Frideric, 1685-1759. ",Y,Y,,,,,,bsr,n,97
207,,,,,Aida [sound recording] ,1697567,41122739,MUSICAL SOUND RECORDING,"Verdi, Giuseppe, 1813-1901. ",Y,Y,,,,,,bsr,y,10
208,,,,,Aida [sound recording] / Giuseppe Verdi. ,2137061,38330339,MUSICAL SOUND RECORDING,"Verdi, Giuseppe, 1813-1901. ",Y,Y,,,,,,bsr,y,2
209,,,,,Aida [sound recording] / Giuseppe Verdi. ,2270721,38330330,MUSICAL SOUND RECORDING,"Verdi, Giuseppe, 1813-1901. ",Y,Y,,,,,,bsr,y,9
210,,,,,Aida [sound recording] / Giuseppe Verdi. ,2270719,35972321,MUSICAL SOUND RECORDING,"Verdi, Giuseppe, 1813-1901. ",Y,Y,,,,,,bsr,y,3
211,,,,,Aida [sound recording] / Giuseppe Verdi. ,2270715,22658452,MUSICAL SOUND RECORDING,"Verdi, Giuseppe, 1813-1901. ",Y,Y,,,,,,bsr,y,10
212,,,,,Aida [sound recording] / Giuseppe Verdi. ,2522085,42057221,MUSICAL SOUND RECORDING,"Verdi, Giuseppe, 1813-1901. ",Y,Y,,,,,,bsr,y,4
213,,,,,Aida [sound recording] / Giuseppe Verdi. ,7237030,42900853,MUSICAL SOUND RECORDING,"Verdi, Giuseppe, 1813-1901. ",Y,Y,,,,,,bsr,y,68
214,,,,,Aida [sound recording] / Verdi. ,2270722,22869472,MUSICAL SOUND RECORDING,"Verdi, Giuseppe, 1813-1901. ",Y,Y,,,,,,bsr,y,51
215,,,,,Aida [sound recording] / Verdi. ,2996438,3013631,MUSICAL SOUND RECORDING,"Verdi, Giuseppe, 1813-1901. ",Y,Y,,,,,,bsr,y,152
216,,,,,Aida [sound recording] / [Giuseppe Verdi]. ,5584378,44967700,MUSICAL SOUND RECORDING,"Verdi, Giuseppe, 1813-1901. ",Y,Y,,,,,,bsr,y,3
217,,,,,Aida [sound recording] : atti 1-2-3 selezione / Giuseppe Verdi. ,2270720,38330368,MUSICAL SOUND RECORDING,"Verdi, Giuseppe, 1813-1901. ",Y,Y,,,,,,bsr,n,4
218,,,,,Aida [sound recording] ; Falstaff ; Un ballo in maschera : AuszuÌge = highlights (1941-1942) / Giuseppe Verdi. ,2140260,34595849,MUSICAL SOUND RECORDING,"Verdi, Giuseppe, 1813-1901. ",Y,Y,,,,,,bsr,n,16
219,,,,,Aida [sound recording] ; Falstaff ; Un ballo in maschera : AuszuÌge = highlights (1941-1942) / Giuseppe Verdi. ,2140260,34595849,MUSICAL SOUND RECORDING,"Verdi, Giuseppe, 1813-1901. ",Y,Y,,,,,,bsr,n,16
220,,,,,Ain't misbehavin'; the new Fats Waller musical show. [sound recording]. ,1610912,4744205,MUSICAL SOUND RECORDING,,Y,N,,,,,,bsr,y,236
221,,,,,Airs d'operas [sound recording]. ,5641347,47251581,MUSICAL SOUND RECORDING,"Bastin, Jules. ",Y,Y,,,,,,bsr,n,4
222,,,,,Airs d'operas francÌ§ais [sound recording] = French opera arias = FranzoÌsische Opernarien. ,2164757,27247196,MUSICAL SOUND RECORDING,"Anderson, June. ",Y,Y,,,,,,bsr,n,49
223,,,,,Airs d'opeÌra Volume 1 [sound recording] : la colorature des coloratures / Miliza Korjus. ,7215399,225889341,MUSICAL SOUND RECORDING,"Korjus, Miliza. ",Y,Y,,,,,,bsr,n,6
224,,,,,Airs d'opeÌras [sound recording] = French opera arias = FranzoÌsische Opernarien. ,2524471,42567426,MUSICAL SOUND RECORDING,"Thill, Georges, 1897-1984. ",Y,Y,,,,,,bsr,n,5
225,,,,,"Airs d'opeÌras francÌ§ais [sound recording] / Piccini, ... [et al.] ",1986174,32715363,MUSICAL SOUND RECORDING,"Blake, Rockwell. ",Y,Y,,,,,,bsr,n,28
226,,,,,Airs d'opeÌras francÌ§ais [sound recording]. ,6163896,46726181,MUSICAL SOUND RECORDING,"Doria, ReneÌe. ",Y,Y,,,,,,bsr,n,7
227,,,,,Airs d'opeÌrettes [sound recording] = Operetta Arias = Operetten-Arien. ,2385433,51427797,MUSICAL SOUND RECORDING,"Hendricks, Barbara. ",Y,N,,,,,,bsr,y,22
228,,,,,Airs d'opeÌrettes [sound recording]. ,2188784,34426143,MUSICAL SOUND RECORDING,"MespleÌ, Mady. ",Y,Y,,,,,,bsr,n,11
229,,,,,Airs de concert et d'opeÌras [sound recording] / Mozart. ,10425730,18604554,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,Y,,,,,,bsr,n,19
230,,,,,Airs et duos d'opeÌras [sound recording] / Mady MespleÌ ; NicolaiÌ Gedda. ,6254567,41935079,MUSICAL SOUND RECORDING,"MespleÌ, Mady. ",Y,Y,,,,,,bsr,n,9
231,,,,,Airs favoris [sound recording] ,2371446,22813208,MUSICAL SOUND RECORDING,"Doria, ReneÌe. ",Y,Y,,,,,,bsr,n,7
232,,,,,Airs sacreÌs [sound recording] = Sacred arias / Mozart. ,2188770,26105862,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,Y,,,,,,bsr,n,56
233,,,,,AiÌda [sound recording] / Giuseppe Verdi. ,2522086,42747225,MUSICAL SOUND RECORDING,"Verdi, Giuseppe, 1813-1901. ",Y,Y,,,,,,bsr,y,17
234,,,,,AiÌda [sound recording] / Giuseppe Verdi. ,2137055,32823504,MUSICAL SOUND RECORDING,"Verdi, Giuseppe, 1813-1901. ",Y,Y,,,,,,bsr,y,8
235,,,,,AiÌda [sound recording] / Verdi ; [Libretto by Antonio Ghislanzoni] ,1697566,21417105,MUSICAL SOUND RECORDING,"Verdi, Giuseppe, 1813-1901. ",Y,Y,,,,,,bsr,y,73
236,,,,,AiÌda [sound recording] / Verdi ; libretto by Ghislanzoni. ,3009760,505166508,MUSICAL SOUND RECORDING,"Verdi, Giuseppe, 1813-1901. ",Y,Y,,,,,,bsr,y,2
237,,,,,AiÌda [sound recording] / Verdi ; libretto by Ghislanzoni. ,1538159,6727973,MUSICAL SOUND RECORDING,"Verdi, Giuseppe, 1813-1901. ",Y,Y,,,,,,bsr,y,52
238,,,,,AiÌda [sound recording] / Verdi. ,6163913,83449728,MUSICAL SOUND RECORDING,"Verdi, Giuseppe, 1813-1901. ",Y,Y,,,,,,bsr,y,7
239,,,,,AiÌda [sound recording] / Verdi. ,2270725,18436740,MUSICAL SOUND RECORDING,"Verdi, Giuseppe, 1813-1901. ",Y,Y,,,,,,bsr,y,151
240,,,,,AiÌda [sound recording] / Verdi. ,1538160,83865738,MUSICAL SOUND RECORDING,"Verdi, Giuseppe, 1813-1901. ",Y,Y,,,,,,bsr,y,4
241,,,,,AiÌda [sound recording] / [Verdi]. ,2133574,19749324,MUSICAL SOUND RECORDING,"Verdi, Giuseppe, 1813-1901. ",Y,Y,,,,,,bsr,n,51
242,,,,,AiÌda [sound recording] / [Verdi]. ,2133574,19749324,MUSICAL SOUND RECORDING,"Verdi, Giuseppe, 1813-1901. ",Y,Y,,,,,,bsr,n,51
243,,,,,AiÌda. ,1538169,502627296,MUSICAL SOUND RECORDING,"Verdi, Giuseppe, 1813-1901. ",Y,Y,,,,,,bsr,y,3
244,,,,,Ajo nell'imbarazzo [sound recording] / Gaetano Donizetti. ,2005799,83654754,MUSICAL SOUND RECORDING,"Donizetti, Gaetano, 1797-1848. ",Y,Y,,,,,,bsr,n,16
245,,,,,Akrata. Pithoprakta. ,2058268,3341481,MUSICAL SOUND RECORDING,"Xenakis, Iannis, 1922-2001. ",Y,N,rcp3183,,,,,bsr,y,98
246,,,,,"Aksel SchiÃ¸tz sings Nielsen, Reesen, Agerby, Heise [sound recording] ",2362615,36081958,MUSICAL SOUND RECORDING,"SchiÃ¸tz, Aksel, 1906-1975. ",Y,Y,,,,,,bsr,n,16
247,,,,,Aladdin [sound recording] : op. 34 / Carl Nielsen. ,1943946,30314322,MUSICAL SOUND RECORDING,"Nielsen, Carl, 1865-1931. ",Y,N,,,,,,bsr,y,102
248,,,,,Alain Vanzo [sound recording] : reÌcital. ,2187314,20635806,MUSICAL SOUND RECORDING,"Vanzo, Alain. ",Y,Y,,,,,,bsr,n,10
249,,,,,Albert Camus reading in French [sound recording] ,3375897,2880589,NONMUSICAL SOUND RECORDING,"Camus, Albert, 1913-1960. ",Y,Y,,,,,,bsr,n,116
250,,,,,Albert Camus reading in French [sound recording] ,3375897,2880589,NONMUSICAL SOUND RECORDING,"Camus, Albert, 1913-1960. ",Y,Y,,,,,,bsr,n,116
251,,,,,Albert Camus reading in French [sound recording] ,3375897,2880589,NONMUSICAL SOUND RECORDING,"Camus, Albert, 1913-1960. ",Y,Y,,,,,,bsr,n,116
252,,,,,Albert Herring [sound recording] / Britten. ,1762575,503653259,MUSICAL SOUND RECORDING,"Britten, Benjamin, 1913-1976. ",Y,Y,,,,,,bsr,y,3
253,,,,,Albert Roussel conducts Albert Roussel [sound recording] ,2137041,21092814,MUSICAL SOUND RECORDING,"Roussel, Albert, 1869-1937. ",Y,Y,,,,,,bsr,n,40
254,,,,,Alborada del gracioso ; Valses nobles et sentimentales ; Gaspard de la nuit [sound recording] / Ravel. ,2999609,3821786,MUSICAL SOUND RECORDING,"Ravel, Maurice, 1875-1937. ",Y,Y,,,,,,bsr,n,120
255,,,,,Album de musique [sound recording] : offert par G. Rossini aÌ mademoiselle Louise Carlier Mars 1835. ,1995886,37657632,MUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,n,10
256,,,,,Album of modern poetry [sound recording]> : an anthology read by the poets / edited by Oscar Williams. ,3375937,20037716,NONMUSICAL SOUND RECORDING,"Williams, Oscar, 1900-1964. ",Y,Y,,,,,,bsr,n,20
257,,,,,"Album pour la jeunesse [sound recording] : op. 68 (2e partie) ; 3e sonate pour la jeunesse : op. 118 ; Allegro, op. 8 / Schumann. ",8640118,21140476,MUSICAL SOUND RECORDING,"Schumann, Robert, 1810-1856. ",Y,Y,,,,,,bsr,n,7
258,,,,,Alceste [sound recording] / Christoph Willibald Gluck. ,2230229,37883537,MUSICAL SOUND RECORDING,"Gluck, Christoph Willibald, Ritter von, 1714-1787. ",Y,Y,,,,,,bsr,y,2
259,,,,,Alceste [sound recording] / Christoph Willibald Gluck. ,1693348,16843526,MUSICAL SOUND RECORDING,"Gluck, Christoph Willibald, Ritter von, 1714-1787. ",Y,Y,,,,,,bsr,y,174
260,,,,,Alceste [sound recording] / Gluck. Arias / Handel. ,2230222,29857377,MUSICAL SOUND RECORDING,"Gluck, Christoph Willibald, Ritter von, 1714-1787. ",Y,Y,,,,,,bsr,y,34
261,,,,,Alceste [sound recording]. ,519810,3129019,MUSICAL SOUND RECORDING,"Lully, Jean-Baptiste, 1632-1687. ",Y,Y,,,,,,bsr,y,205
262,,,,,Alceste [sound recording]. ,519810,3129019,MUSICAL SOUND RECORDING,"Lully, Jean-Baptiste, 1632-1687. ",Y,Y,,,,,,bsr,y,205
263,,,,,Alceste [sound recording]. ,519810,3129019,MUSICAL SOUND RECORDING,"Lully, Jean-Baptiste, 1632-1687. ",Y,Y,,,,,,bsr,y,205
