,streaming,clio,wc_holdings,discard,title,bib_id,oclc_num,format,author,holdings_sup,bib_sup,tag_965,lp,historic_circs,comments,reserve_past_few,location,clio_y_n,num_libs
1617,,,,,"Concerto no. 10 for 2 pianos & orchestra in E-flat major, K. 365 [sound recording] ; Concerto no. 12 for piano & orchestra in A major, K. 414 ; Trio for piano, violin & cello in B-flat major, K. 502 / Wolfgang Amadeus Mozart. ",7524637,24162971,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,Y,,,,,,bsr,n,89
1618,,,,,"Concerto no. 11 for piano & orchestra, K. 413 ; Concerto no. 12 for piano & orchestra, K. 414 ; Concerto no. 14 for piano & orchestra, K. 449 [sound recording] / Mozart. ",1725037,51469127,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,Y,,,,,,bsr,n,12
1619,,,,,"Concerto no. 11 in F major for piano and orchestra, K. 413. Concerto no. 12 in A major for piano and orchestra, K. 414. ",621346,2938023,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,Y,,,,,,bsr,n,96
1620,,,,,"Concerto no. 18 in B-flat, K. 456 ; Concerto no. 19 in F, K. 459 [sound recording] / Mozart. ",2996863,8548422,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,Y,,,,,,bsr,n,21
1621,,,,,"Concerto no. 19, in F major, for piano and orchestra, K. 459. Concerto no. 20, in D minor, for piano and orchestra, K. 466 [sound recording]. ",287511,2716429,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,N,,,,,,bsr,y,124
1622,,,,,Concerto no. 2 [sound recording] / Brahms. Sonata no. 23 / Beethoven. ,7210774,224043071,MUSICAL SOUND RECORDING,"Brahms, Johannes, 1833-1897. ",Y,Y,,,,,,bsr,n,3
1623,,,,,Concerto no. 2 [sound recording] ; Rhapsody on a theme of Paganini / Rachmaninoff. 3 preludes / Shostakovich. ,6800127,40469302,MUSICAL SOUND RECORDING,"Rachmaninoff, Sergei, 1873-1943. ",Y,Y,,,,,,bsr,n,77
1624,,,,,"Concerto no. 2 in B-flat, op. 83 ; Tragic Overture, op. 81 [sound recording] / Brahms. ",7193246,21822375,MUSICAL SOUND RECORDING,"Brahms, Johannes, 1833-1897. ",Y,Y,,,,,,bsr,n,100
1625,,,,,"Concerto no. 2, in F minor, for piano and orchestra, op. 21. Polonaise-fantasie in A-flat major, op. 61 [sound recording] ",1664631,3942136,MUSICAL SOUND RECORDING,"Chopin, FreÌdeÌric, 1810-1849. ",Y,N,RECONanx2,,,,,bsr,y,48
1626,,,,,"Concerto no. 2, in F minor, op. 21 [sound recording] ; Grand fantasy on Polish airs : op. 13 / Chopin. ",2842524,3125100,MUSICAL SOUND RECORDING,"Chopin, FreÌdeÌric, 1810-1849. ",Y,Y,,,,,,bsr,n,191
1627,,,,,"Concerto no. 20 for piano & orchestra, K. 466 [sound recording] ; Concerto no. 27 for piano & orchestra, K. 595 / Mozart. ",1712963,82865221,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",N,Y,,,,,,bsr,y,
1628,,,,,"Concerto no. 21, in C major, for piano and orchestra, K. 467; cadenzas by Robert Casadesus. Concerto no. 24, in C minor, for piano and orchestra, K. 491; cadenza by Saint-SaeÌns [sound recording]. ",287509,29280898,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,N,,,,,,bsr,y,
1629,,,,,"Concerto no. 22 for piano & orchestra, K. 482 ; Concerto no. 24 for piano & orchestra, K. 491 [sound recording] / Mozart. ",1712958,21816487,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,Y,,,,,,bsr,n,35
1630,,,,,"Concerto no. 22, in E-flat major, K. 482 ; Concerto no. 23, in A major, K. 488 [sound recording] / Mozart. ",2861945,3051283,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,Y,,,,,,bsr,n,105
1631,,,,,"Concerto no. 25 in C major, K. 508 ; Serenade no. 12 in C minor, K. 388 [sound recording] / Mozart. ",2968496,505628651,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,Y,,,,,,bsr,n,1
1632,,,,,"Concerto no. 26 for piano/Klavier & Orchestra, K. 537 (""Coronation"") ; Rondo for piano & orchestra, K. 382 ; Rondo for Piano/Klavier & Orchestra, K. 386 [sound recording] / Mozart. ",1712959,840045626,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,Y,,,,,,bsr,n,2
1633,,,,,"Concerto no. 26, in D major, for piano and orchestra, K. 537. [sound recording] Concerto no. 27, in B-flat major, for piano and orchestra, K. 595. ",2060878,1851155,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,N,rcp3165,,,,,bsr,y,122
1634,,,,,"Concerto no. 27 in B-flat, K595 [sound recording] / W.A. Mozart. Concerto no. 3 in c, op. 37 / L. van Beethoven. ",2249709,37242770,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",N,Y,,,,,,bsr,n,9
1635,,,,,"Concerto no. 3 in C major for piano and orchestra, op. 26 ; Concerto no. 1 in D-flat major piano and orchestra, op. 10 ; Sonata no. 3 in A minor, op. 28 ; [sound recording] / Prokofiev. ",2057913,7191569,MUSICAL SOUND RECORDING,"Prokofiev, Sergey, 1891-1953. ",Y,N,rcp3183,,,,,bsr,y,84
1636,,,,,"Concerto no. 3 in C major, op. 26 ; Visions fugitives, op. 22 : nos. 1, 3, 6, 17, 4 & 18 ; Toccata in D minor, op. 11 [sound recording] / Prokofiev. ",3300800,15604264,MUSICAL SOUND RECORDING,"Prokofiev, Sergey, 1891-1953. ",Y,Y,,,,,,bsr,n,23
1637,,,,,"Concerto no. 3 in C minor, op. 37 [sound recording] ",287380,7414993,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,Y,,,,,,bsr,y,7
1638,,,,,"Concerto no. 3 in C minor, op. 37 [sound recording] ; Andante favori in F, G. 170 / Beethoven. ",3009180,4845716,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,Y,,,,,,bsr,y,31
1639,,,,,"Concerto no. 3 in D minor, op. 30 [sound recording] / Rachmaninoff. ",8627309,29383689,MUSICAL SOUND RECORDING,"Rachmaninoff, Sergei, 1873-1943. ",Y,Y,,,,,,bsr,y,107
1640,,,,,"Concerto no. 3 in D minor, op. 30. ",2400400,4713182,MUSICAL SOUND RECORDING,"Rachmaninoff, Sergei, 1873-1943. ",Y,N,,,,,,bsr,y,146
1641,,,,,Concerto no. 3 in G major for violoncello and string orchestra ; Concerto no. 2 in D major for violoncello and string orchestra [sound recording] / Luigi Boccherini. ,705430,9748144,MUSICAL SOUND RECORDING,"Boccherini, Luigi, 1743-1805. ",Y,Y,,,,,,bsr,n,72
1642,,,,,"Concerto no. 4 in C minor for piano and orchestra, op. 44 / Saint-SaeÌns. Trois morceaux en forme de poire = (Three pieces in the shape of a pear) / Satie [sound recording] ",2062722,16992582,MUSICAL SOUND RECORDING,"Saint-SaeÌns, Camille, 1835-1921. ",Y,N,rcp3183,,,,,bsr,y,42
1643,,,,,"Concerto no. 4 in G minor, op. 40 [sound recording] / Rachmaninoff. Concerto in G / Ravel. ",2999610,9226885,MUSICAL SOUND RECORDING,"Rachmaninoff, Sergei, 1873-1943. ",Y,Y,,,,,,bsr,y,71
1644,,,,,"Concerto no. 4 in G, op. 58 ; Concerto no. 1 in C, op. 15 [sound recording] / Beethoven. ",1066073,26707140,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,N,,,,,,bsr,y,60
1645,,,,,"Concerto no. 4, in D, K. 218 [sound recording] Cncerto no. 5, in A, K. 219 (""Turkish""). ",3300794,4825988,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,Y,,,,,,bsr,n,22
1646,,,,,"Concerto no. 4, in G, op. 58 [phonodisc]. Six variations in D, op. 76. ",287330,4441501,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,Y,,,,,,bsr,n,44
1647,,,,,"Concerto no. 4, in G, op. 58 [phonodisc]. Six variations in D, op. 76. ",287330,4441501,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,Y,,,,,,bsr,n,44
1648,,,,,"Concerto no. 4, in G, op. 58 [sound recording]. ",520112,4260895,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,Y,,,,,,bsr,y,77
1649,,,,,"Concerto no. 5 in A, K. 219 [sound recording] : Turkish ; Sonata in B-flat, K. 378 ; Quintet in G minor, K. 516 / Mozart. ",8225085,22185950,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,Y,,,,,,bsr,n,88
1650,,,,,"Concerto no. 5 in E flat maj., op. 73, [sound recording] Emperor. ",287378,29280815,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,Y,,,,,,bsr,n,5
1651,,,,,"Concerto no. 5 in E-flat major for piano and orchestra, op. 73. ",3009198,3321623,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,Y,,,,,,bsr,n,77
1652,,,,,"Concerto no. 5, in E-flat major, for piano and orchestra, op. 73 (Emperor). [sound recording] ",287301,29280804,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,Y,,,,,,bsr,y,62
1653,,,,,"Concerto no. 5, in E-flat major, for piano and orchestra, op. 73 (Emperor). [sound recording] ",287301,29280804,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,Y,,,,,,bsr,y,62
1654,,,,,"Concerto no. 5, in E-flat, op. 73 [sound recording] : ""Emperor"" / Beethoven. ",2972359,12611111,MUSICAL SOUND RECORDING,"Beethoven, Ludwig van, 1770-1827. ",Y,Y,,,,,,bsr,y,23
1655,,,,,"Concerto no. 9 for piano & orchestra, K. 271 ; Concerto no. 21 for piano and orchestra, K. 467 [sound recording] / Mozart. ",1723424,27792111,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,Y,,,,,,bsr,n,73
1656,,,,,Concerto per orchestra [sound recording] / Bartok. Sinfonia n.1 / Brahms. ,1861236,36264672,MUSICAL SOUND RECORDING,"BartoÌk, BeÌla, 1881-1945. ",Y,Y,,,,,,bsr,n,4
1657,,,,,Concerto per orchestra [sound recording] / Bartok. Sinfonia n.1 / Brahms. ,1861236,36264672,MUSICAL SOUND RECORDING,"BartoÌk, BeÌla, 1881-1945. ",Y,Y,,,,,,bsr,n,4
1658,,,,,"Concerto per violino op. post. (no. 6) [sound recording] ; Sonata con variazioni su un tema di Joseph Weigl ; Introduzione e variazioni sul tema ""Non piuÌ mesta"" da ""La Cenerentola"" di Rossini ; Le streghe : op. 8 / NicoloÌ Paganini. ",2338974,20613466,MUSICAL SOUND RECORDING,"Paganini, NicoloÌ, 1782-1840. ",Y,Y,,,,,,bsr,n,43
1659,,,,,Concerto pour piano ; Esquisses symphoniques [sound recording] / Castillon. ,1971461,37131510,MUSICAL SOUND RECORDING,"Castillon, Alexis de, 1838-1873. ",Y,Y,,,,,,bsr,n,23
1660,,,,,Concerto pour piano ; PieÌces pour piano [sound recording] / Massenet. ,1777639,27061171,MUSICAL SOUND RECORDING,"Massenet, Jules, 1842-1912. ",Y,Y,,,,,,bsr,n,73
1661,,,,,Concerto pour violon [sound recording] / AntoniÌn DvorÌaÌk ; The Philadelphia Orchestra ; Kyung-Wha Chung ; Riccardo Muti. ,10427246,857220567,MUSICAL SOUND RECORDING,"DvorÌaÌk, AntoniÌn, 1841-1904. ",Y,Y,,,,,,bsr,n,
1662,,,,,"Concerto, for prepared piano & orchestra [sound recording]. ",520110,904577,MUSICAL SOUND RECORDING,"Cage, John. ",Y,Y,,,,,,bsr,y,110
1663,,,,,"Concerto, for prepared piano & orchestra [sound recording]. ",520110,904577,MUSICAL SOUND RECORDING,"Cage, John. ",Y,Y,,,,,,bsr,y,110
1664,,,,,"Concerto, in D minor, for violin and orchestra [sound recording] Concert version with original cadenzas by Joseph Szigeti. ",3292355,3755469,MUSICAL SOUND RECORDING,"Tartini, Giuseppe, 1692-1770. ",Y,Y,,,,,,bsr,n,9
1665,,,,,Concertos & cantatas [sound recording] ,2510654,20282049,MUSICAL SOUND RECORDING,"AndreÌ, Maurice. ",Y,Y,,,,,,bsr,n,11
1666,,,,,Concertos [sound recording] / Igor Stravinsky. ,1151236,24473083,MUSICAL SOUND RECORDING,"Stravinsky, Igor, 1882-1971. ",Y,N,,,,,,bsr,y,177
1667,,,,,Concertos for flute and oboe [sound recording] = Konzerte fuÌr FloÌte und Oboe = Concertos pour fluÌte et hautbois. ,7188179,15253165,MUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,n,70
1668,,,,,Concertos for piano and orchestra [sound recording] / Beethoven ; Dussek. ,7234680,173321508,MUSICAL SOUND RECORDING,"Kyriakou, Rena, 1918-1994. ",Y,Y,,,,,,bsr,y,6
1669,,,,,Concertos for strings. Vol. 1 [sound recording] / Vivaldi. ,2970179,22540342,MUSICAL SOUND RECORDING,"Vivaldi, Antonio, 1678-1741. ",Y,Y,,,,,,bsr,n,30
1670,,,,,"Concertos for two guitars and orchestra [sound recording] / by Franz Joseph Haydn, Antonio Vivaldi, and Alessandro Marcello. ",2525588,7603357,MUSICAL SOUND RECORDING,,Y,N,,,,,,bsr,y,40
1671,,,,,Concertos for two pianos [sound recording] / Mendelssohn. ,1948876,27416692,MUSICAL SOUND RECORDING,"Mendelssohn-Bartholdy, Felix, 1809-1847. ",Y,Y,,,,,,bsr,n,130
1672,,,,,Concertos from Spain [sound recording]. ,2997473,3363715,MUSICAL SOUND RECORDING,,Y,N,,,,,,bsr,y,91
1673,,,,,Concertos from the New World [sound recording]. ,7212495,34125828,MUSICAL SOUND RECORDING,"Ma, Yo-Yo, 1955- ",Y,Y,,,,,,bsr,n,359
1674,,,,,Concertos of Carl Nielsen. [sound recording] ,199634,3977113,MUSICAL SOUND RECORDING,"Nielsen, Carl, 1865-1931. ",Y,N,,,,,,bsr,y,88
1675,,,,,Concertos pour piano [sound recording] ; Concertino pour violoncelle ; Pour une feÌte de printemps ; Suite en fa / Roussel. ,2528834,39781153,MUSICAL SOUND RECORDING,"Roussel, Albert, 1869-1937. ",Y,Y,,,,,,bsr,n,6
1676,,,,,"Concertos, no. 17, G major, K. 453, no. 18, B-flat major, K. 456 [sound recording] / Mozart. ",1703162,12916657,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,Y,,,,,,bsr,n,168
1677,,,,,Conchita Supervia. volume 1 [sound recording]. ,2552078,43761733,MUSICAL SOUND RECORDING,"SuperviÌa, Conchita, 1895-1936. ",Y,Y,,,,,,bsr,y,7
1678,,,,,Conchita SuperviÌa [sound recording]. ,2167243,23195731,MUSICAL SOUND RECORDING,"SuperviÌa, Conchita, 1895-1936. ",Y,N,,,,,,bsr,y,27
1679,,,,,Concierto de Aranjuez / Rodrigo. Concerto for guitar and small orchestra / Villa-Lobos [sound recording] ,1478469,23674595,MUSICAL SOUND RECORDING,"Rodrigo, JoaquiÌn. ",Y,N,,,,,,bsr,y,46
1680,,,,,Conrad Aiken reads his works [sound recording] ,3370041,5200315,NONMUSICAL SOUND RECORDING,"Aiken, Conrad, 1889-1973. ",Y,Y,,,,,,bsr,n,62
1681,,,,,"Consolations ; LiebestraÌume : 3 notturni ; Sonetti del Petrarca : aus AnneÌes de peÌlerinage, deuxieÌme anneÌe, Itlie [sound recording] / Franz Liszt. ",287741,7832868,MUSICAL SOUND RECORDING,"Liszt, Franz, 1811-1886. ",Y,Y,,,,,,bsr,n,51
1682,,,,,Constance Keene plays MacDowell [sound recording] ,2055921,29239581,MUSICAL SOUND RECORDING,"MacDowell, Edward, 1860-1908. ",Y,Y,,,,,,bsr,n,39
1683,,,,,Constant Lambert conducts [sound recording] ,2232497,36492297,MUSICAL SOUND RECORDING,"Lambert, Constant, 1905-1951. ",Y,Y,,,,,,bsr,n,14
1684,,,,,Consul [sound recording] / Gian-Carlo Menotti. ,1728012,73798844,MUSICAL SOUND RECORDING,"Menotti, Gian Carlo, 1911-2007. ",Y,N,RECONanx2,,,,,bsr,y,13
1685,,,,,Conte du tsar Saltan [sound recording] / Rimski-Korsakov. ,2122670,25004017,MUSICAL SOUND RECORDING,"Rimsky-Korsakov, Nikolay, 1844-1908. ",Y,Y,,,,,,bsr,n,22
1686,,,,,Contemporary ballets from France. [Sound recording] ,519967,29285022,MUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,n,114
1687,,,,,Contemporary ballets from France. [Sound recording] ,519967,29285022,MUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,n,114
1688,,,,,Contemporary contrabass [sound recording]. ,520212,2135739,MUSICAL SOUND RECORDING,,Y,N,,,,,,bsr,y,194
1689,,,,,Contemporary contrabass [sound recording]. ,520212,2135739,MUSICAL SOUND RECORDING,,Y,N,,,,,,bsr,y,194
1690,,,,,Contes D'Hoffmann [sound recording] ,2336998,36095645,MUSICAL SOUND RECORDING,"Offenbach, Jacques, 1819-1880. ",Y,Y,,,,,,bsr,n,11
1691,,,,,Contes d'Hoffman [sound recording] / Offenbach. ,834366,19213733,MUSICAL SOUND RECORDING,"Offenbach, Jacques, 1819-1880. ",Y,N,,,,,,bsr,y,154
1692,,,,,Contes d'Hoffmann [sound recording] / Jacques Offenbach. ,1951073,27872434,MUSICAL SOUND RECORDING,"Offenbach, Jacques, 1819-1880. ",Y,Y,,,,,,bsr,y,131
1693,,,,,Contes d'Hoffmann [sound recording] / Offenbach. ,1703172,21886764,MUSICAL SOUND RECORDING,"Offenbach, Jacques, 1819-1880. ",Y,Y,,,,,,bsr,y,89
1694,,,,,Contes d'Hoffmann [sound recording] / Offenbach. ,8667040,462090472,MUSICAL SOUND RECORDING,"Offenbach, Jacques, 1819-1880. ",Y,Y,,,,,,bsr,y,13
1695,,,,,Contes d'Hoffmann [sound recording] / Offenbach. ,2338983,34658575,MUSICAL SOUND RECORDING,"Offenbach, Jacques, 1819-1880. ",Y,Y,,,,,,bsr,y,21
1696,,,,,Contes d'Hoffmann [sound recording] = The tales of Hoffmann : opeÌra fantastique en quatre actes / Jacques Offenbach ; livret de Jules Barbier et Michel CarreÌ. ,1693354,38429772,MUSICAL SOUND RECORDING,"Offenbach, Jacques, 1819-1880. ",Y,N,,,,,,bsr,y,
1697,,,,,Contes d'Hofmann [sound recording] / Jacques Offenbach. ,2075460,38162191,MUSICAL SOUND RECORDING,"Offenbach, Jacques, 1819-1880. ",Y,Y,,,,,,bsr,n,4
1698,,,,,Convenienze ed inconvenienze teatrali [sound recording] : opera giocosa in due atti = Theatrical conveniences and inconveniences (Viva la mamma!) : opera buffa in two acts = Les convenances et les inconvenances theatrales : opera joyeux en deux actes = Th,2005490,37911140,MUSICAL SOUND RECORDING,"Donizetti, Gaetano, 1797-1848. ",Y,Y,,,,,,bsr,n,4
1699,,,,,Conversation pieces [sound recording] recording ,3375912,10937979,NONMUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,n,7
1700,,,,,Conversational French [sound recording] / Harris & LeÌveÌque. ,3388244,50309320,NONMUSICAL SOUND RECORDING,"Harris, Julian Earle, 1896-1988. ",Y,Y,,,,,,bsr,n,1
1701,,,,,Conversational French [sound recording] / Harris & LeÌveÌque. ,3388244,50309320,NONMUSICAL SOUND RECORDING,"Harris, Julian Earle, 1896-1988. ",Y,Y,,,,,,bsr,n,1
1702,,,,,Conversations regarding the future of architecture [sound recording] : excerpts from tape recorded talks with seven of the leading architects of the United States. ,3370464,15325469,NONMUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,y,6
1703,,,,,"Conversations with editors [sound recording] : Gerard Piel, publisher of Scientific American / James Macandrew, host; Stephan Chodorov, writer. ",3375309,10346177,NONMUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,n,4
1704,,,,,Convive de pierre [sound recording] / Dargomijski. ,2348387,24643120,MUSICAL SOUND RECORDING,"Dargomyzhski, Aleksandr Sergeevich, 1813-1869. ",Y,Y,,,,,,bsr,n,31
1705,,,,,Copland album [sound recording]. ,398472,2946271,MUSICAL SOUND RECORDING,"Copland, Aaron, 1900-1990. ",Y,Y,,,,,,bsr,n,204
1706,,,,,Copland performs and conducts Copland. ,1239087,2766120,MUSICAL SOUND RECORDING,"Copland, Aaron, 1900-1990. ",Y,N,,,,,,bsr,y,180
1707,,,,,CoppeÌlia [sound recording] / Delibes. Don Quixote / Minkus. ,8645164,537194033,MUSICAL SOUND RECORDING,"Delibes, LeÌo, 1836-1891. ",Y,Y,,,,,,bsr,y,11
1708,,,,,CoppeÌlia [sound recording] / Delibes. Le Carillon / Massenet. ,1975036,24802271,MUSICAL SOUND RECORDING,"Delibes, LeÌo, 1836-1891. ",Y,Y,,,,,,bsr,y,56
1709,,,,,CoppeÌlia [sound recording] : ballet. ,2972292,4867839,MUSICAL SOUND RECORDING,"Delibes, LeÌo, 1836-1891. ",Y,Y,,,,,,bsr,n,45
1710,,,,,CoppeÌlia. Suite ; Sylvia. Suite [sound recording] / Delibes. Faust. Ballet music / Gounod. ,1998627,32980578,MUSICAL SOUND RECORDING,"Delibes, LeÌo, 1836-1891. ",Y,Y,,,,,,bsr,n,45
1711,,,,,Coq d'or ; Scenes and arias from operas [sound recording] / [by] Nikolai Rimsky-Korsakov. ,398526,6633524,MUSICAL SOUND RECORDING,"Rimsky-Korsakov, Nikolay, 1844-1908. ",Y,Y,,,,,,bsr,n,82
1712,,,,,"Coq d'or suite; Russian Easter overture, op. 36 / Rimsky-Korsakov. Russlan and Ludmilla overture / Glinka [sound recording] ",2057725,11265917,MUSICAL SOUND RECORDING,"Rimsky-Korsakov, Nikolay, 1844-1908. ",Y,N,rcp3183,,,,,bsr,y,46
1713,,,,,Corelli variations ; Etudes-tableaux : op. 39 [sound recording] / Rachmaninov. ,1908058,18479039,MUSICAL SOUND RECORDING,"Rachmaninoff, Sergei, 1873-1943. ",Y,Y,,,,,,bsr,n,117
1714,,,,,Coro [sound recording] : fuÌr Stimmen und Instrumente / Luciano Berio. ,520035,12914647,MUSICAL SOUND RECORDING,"Berio, Luciano, 1925-2003. ",Y,Y,,,,,,bsr,n,117
1715,,,,,Corona ; La danza [sound recording] / Christoph Willibald Gluck. ,1693355,18124903,MUSICAL SOUND RECORDING,"Gluck, Christoph Willibald, Ritter von, 1714-1787. ",Y,Y,,,,,,bsr,n,54
1716,,,,,Coronation Mass for King Charles X [sound recording] / Cherubini. ,1979331,20760985,MUSICAL SOUND RECORDING,"Cherubini, Luigi, 1760-1842. ",Y,Y,,,,,,bsr,n,67
1717,,,,,Coronation ode : op. 44 ; The spirit of England : op. 80 [sound recording] / Sir Edward Elgar. ,2007934,16521146,MUSICAL SOUND RECORDING,"Elgar, Edward, 1857-1934. ",Y,Y,,,,,,bsr,n,56
1718,,,,,Corps glorieux [sound recording] / Olivier Messiaen. ,742289,13225247,MUSICAL SOUND RECORDING,"Messiaen, Olivier, 1908-1992. ",Y,Y,,,,,,bsr,y,34
1719,,,,,Corps glorieux [sound recording] / Olivier Messiaen. ,742289,13225247,MUSICAL SOUND RECORDING,"Messiaen, Olivier, 1908-1992. ",Y,Y,,,,,,bsr,y,34
1720,,,,,Corregidor [sound recording] : Oper in vier AufzuÌgen = opera in four acts / Hugo Wolf. ,2127417,23810814,MUSICAL SOUND RECORDING,"Wolf, Hugo, 1860-1903. ",Y,Y,,,,,,bsr,n,29
1721,,,,,Corsaire [sound recording] / Adam. ,1962904,27954270,MUSICAL SOUND RECORDING,"Adam, Adolphe, 1803-1856. ",Y,Y,,,,,,bsr,n,74
1722,,,,,Corsaire. Benvenuto Cellini / Hector Berlioz ; La mort de Wallenstein. Istar / D'Indy [sound recording]. ,8644342,24207889,MUSICAL SOUND RECORDING,"Berlioz, Hector, 1803-1869. ",Y,Y,,,,,,bsr,n,20
1723,,,,,Corsaro [sound recording] / Giuseppi Verdi. ,1538158,58667509,MUSICAL SOUND RECORDING,"Verdi, Giuseppe, 1813-1901. ",Y,Y,,,,,,bsr,y,22
1724,,,,,Cortis [sound recording] ,2510651,30483505,MUSICAL SOUND RECORDING,"Cortis, Antonio, 1891-1952. ",Y,Y,,,,,,bsr,n,36
1725,,,,,"Cosa rara [sound recording] : ossia, Belleza ed Onesta / Vicent Martin i Soler. ",2091891,26226833,MUSICAL SOUND RECORDING,"MartiÌn y Soler, Vicente, 1754-1806. ",Y,Y,,,,,,bsr,n,99
1726,,,,,Cosi fan tutte [sound recording] : K. 588 / Wolfgang Amadeus Mozart. ,1687492,25894654,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,Y,,,,,,bsr,y,19
1727,,,,,CosiÌ fan tutte KV 588 [sound recording] / Wolfgang Amadeus Mozart. ,2292939,36863163,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,N,,,,,,bsr,y,56
1728,,,,,"CosiÌ fan tutte [sound recording] / Mozart ; [libretto, Lorenzo da Ponte]. ",2290437,27841195,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,Y,,,,,,bsr,y,20
1729,,,,,CosiÌ fan tutte [sound recording] / Mozart. ,1687503,30884929,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,Y,,,,,,bsr,y,103
1730,,,,,CosiÌ fan tutte [sound recording] / Mozart. ,1687495,19868260,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,Y,,,,,,bsr,y,79
1731,,,,,CosiÌ fan tutte [sound recording] / Mozart. ,2235097,29539853,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,Y,,,,,,bsr,y,18
1732,,,,,CosiÌ fan tutte [sound recording] / Mozart. ,2303492,28895973,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,Y,,,,,,bsr,y,6
1733,,,,,CosiÌ fan tutte [sound recording] / Mozart. ,2303493,27467526,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,Y,,,,,,bsr,y,19
1734,,,,,CosiÌ fan tutte [sound recording] / Wolfgang Amadeus Mozart. ,1687493,21362322,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",N,Y,,,,,,bsr,y,236
1735,,,,,"CosiÌ fan tutte, K. 588 [sound recording] / Wolfgang Amadeus Mozart. ",2235096,35023404,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,Y,,,,,,bsr,y,8
1736,,,,,"CosiÌ fan tutte, K. 588 [sound recording] : highlights / Mozart. ",2235098,34287313,MUSICAL SOUND RECORDING,"Mozart, Wolfgang Amadeus, 1756-1791. ",Y,Y,,,,,,bsr,n,18
1737,,,,,Courtly pleasures. [Phonodisc] ,398585,3010918,MUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,n,123
1738,,,,,Courtly pleasures. [Phonodisc] ,398585,3010918,MUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,n,123
1739,,,,,Courtly pleasures. [Phonodisc] ,398585,3010918,MUSICAL SOUND RECORDING,,Y,Y,,,,,,bsr,n,123
